rule_index,source,destination_raw,destination_decoded,status_code,permanent,query_behavior,contains_non_ascii,contains_percent_encoding,double_encoded,external,source_file
208,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
209,/รับซื้อ/รับซื้อของสะสม-สกลนคร,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
210,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
211,/รับซื้อ/รับซื้อของสะสม-สุรินทร์,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
212,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
213,/รับซื้อ/รับซื้อของสะสม-หนองคาย,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
214,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
215,/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
216,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
217,/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
218,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
219,/รับซื้อ/รับซื้อของสะสม-อุดรธานี,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
220,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,308,true,none,yes,no,no,no,vercel.json
221,/:path+/,/:path+,/:path+,308,true,none,no,no,no,no,vercel.json
