url,page_type,group_id,service_slug,province,visible_main_text_words,h1,indexable,sitemap,inbound_links,trust_issue,in_audit,in_batch11
"/รับซื้อ/รับซื้อทีวี-สุรินทร์","service-x-location","G-SA-รับซื้อทีวี","รับซื้อทีวี","สุรินทร์","219","รับซื้อ ทีวีและโทรทัศน์ สุรินทร์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อทีวี-หนองคาย","service-x-location","G-SA-รับซื้อทีวี","รับซื้อทีวี","หนองคาย","216","รับซื้อ ทีวีและโทรทัศน์ หนองคาย ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู","service-x-location","G-SA-รับซื้อทีวี","รับซื้อทีวี","หนองบัวลำภู","222","รับซื้อ ทีวีและโทรทัศน์ หนองบัวลำภู ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ","service-x-location","G-SA-รับซื้อทีวี","รับซื้อทีวี","อำนาจเจริญ","216","รับซื้อ ทีวีและโทรทัศน์ อำนาจเจริญ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อทีวี-อุดรธานี","service-x-location","G-SA-รับซื้อทีวี","รับซื้อทีวี","อุดรธานี","219","รับซื้อ ทีวีและโทรทัศน์ อุดรธานี ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อทีวี-อุบลราชธานี","service-x-location","G-SA-รับซื้อทีวี","รับซื้อทีวี","อุบลราชธานี","219","รับซื้อ ทีวีและโทรทัศน์ อุบลราชธานี ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","กาฬสินธุ์","237","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน กาฬสินธุ์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","ขอนแก่น","231","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน ขอนแก่น ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","ชัยภูมิ","234","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน ชัยภูมิ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","นครพนม","231","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน นครพนม ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","นครราชสีมา","237","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน นครราชสีมา ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","บึงกาฬ","234","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน บึงกาฬ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","บุรีรัมย์","234","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน บุรีรัมย์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","มหาสารคาม","231","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน มหาสารคาม ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","มุกดาหาร","234","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน มุกดาหาร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","ยโสธร","231","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน ยโสธร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","ร้อยเอ็ด","234","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน ร้อยเอ็ด ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-เลย","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","เลย","231","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน เลย ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ศรีสะเกษ","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","ศรีสะเกษ","237","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน ศรีสะเกษ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สกลนคร","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","สกลนคร","231","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน สกลนคร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-สุรินทร์","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","สุรินทร์","234","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน สุรินทร์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองคาย","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","หนองคาย","231","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน หนองคาย ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-หนองบัวลำภู","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","หนองบัวลำภู","237","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน หนองบัวลำภู ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อำนาจเจริญ","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","อำนาจเจริญ","231","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน อำนาจเจริญ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุดรธานี","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","อุดรธานี","234","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน อุดรธานี ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-อุบลราชธานี","service-x-location","G-SA-รับซื้อเฟอร์นิเจอร์","รับซื้อเฟอร์นิเจอร์","อุบลราชธานี","234","รับซื้อ เฟอร์นิเจอร์และของย้ายบ้าน อุบลราชธานี ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-กาฬสินธุ์","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","กาฬสินธุ์","232","รับซื้อ อุปกรณ์ Network และ Switch กาฬสินธุ์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ขอนแก่น","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","ขอนแก่น","226","รับซื้อ อุปกรณ์ Network และ Switch ขอนแก่น ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ชัยภูมิ","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","ชัยภูมิ","229","รับซื้อ อุปกรณ์ Network และ Switch ชัยภูมิ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครพนม","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","นครพนม","226","รับซื้อ อุปกรณ์ Network และ Switch นครพนม ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-นครราชสีมา","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","นครราชสีมา","232","รับซื้อ อุปกรณ์ Network และ Switch นครราชสีมา ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บึงกาฬ","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","บึงกาฬ","229","รับซื้อ อุปกรณ์ Network และ Switch บึงกาฬ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-บุรีรัมย์","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","บุรีรัมย์","229","รับซื้อ อุปกรณ์ Network และ Switch บุรีรัมย์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มหาสารคาม","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","มหาสารคาม","226","รับซื้อ อุปกรณ์ Network และ Switch มหาสารคาม ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-มุกดาหาร","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","มุกดาหาร","229","รับซื้อ อุปกรณ์ Network และ Switch มุกดาหาร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ยโสธร","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","ยโสธร","226","รับซื้อ อุปกรณ์ Network และ Switch ยโสธร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ร้อยเอ็ด","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","ร้อยเอ็ด","229","รับซื้อ อุปกรณ์ Network และ Switch ร้อยเอ็ด ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-เลย","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","เลย","226","รับซื้อ อุปกรณ์ Network และ Switch เลย ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-ศรีสะเกษ","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","ศรีสะเกษ","232","รับซื้อ อุปกรณ์ Network และ Switch ศรีสะเกษ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สกลนคร","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","สกลนคร","226","รับซื้อ อุปกรณ์ Network และ Switch สกลนคร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-สุรินทร์","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","สุรินทร์","229","รับซื้อ อุปกรณ์ Network และ Switch สุรินทร์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองคาย","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","หนองคาย","226","รับซื้อ อุปกรณ์ Network และ Switch หนองคาย ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-หนองบัวลำภู","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","หนองบัวลำภู","232","รับซื้อ อุปกรณ์ Network และ Switch หนองบัวลำภู ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อำนาจเจริญ","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","อำนาจเจริญ","226","รับซื้อ อุปกรณ์ Network และ Switch อำนาจเจริญ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุดรธานี","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","อุดรธานี","229","รับซื้อ อุปกรณ์ Network และ Switch อุดรธานี ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้ออุปกรณ์-network-อุบลราชธานี","service-x-location","G-SA-รับซื้ออุปกรณ์-network","รับซื้ออุปกรณ์-network","อุบลราชธานี","229","รับซื้อ อุปกรณ์ Network และ Switch อุบลราชธานี ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-กาฬสินธุ์","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","กาฬสินธุ์","227","รับซื้อ Server และตู้ Rack กาฬสินธุ์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-ขอนแก่น","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","ขอนแก่น","221","รับซื้อ Server และตู้ Rack ขอนแก่น ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-ชัยภูมิ","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","ชัยภูมิ","224","รับซื้อ Server และตู้ Rack ชัยภูมิ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-นครพนม","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","นครพนม","221","รับซื้อ Server และตู้ Rack นครพนม ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-นครราชสีมา","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","นครราชสีมา","227","รับซื้อ Server และตู้ Rack นครราชสีมา ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-บึงกาฬ","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","บึงกาฬ","224","รับซื้อ Server และตู้ Rack บึงกาฬ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-บุรีรัมย์","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","บุรีรัมย์","224","รับซื้อ Server และตู้ Rack บุรีรัมย์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-มหาสารคาม","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","มหาสารคาม","221","รับซื้อ Server และตู้ Rack มหาสารคาม ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-มุกดาหาร","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","มุกดาหาร","224","รับซื้อ Server และตู้ Rack มุกดาหาร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-ยโสธร","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","ยโสธร","221","รับซื้อ Server และตู้ Rack ยโสธร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-ร้อยเอ็ด","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","ร้อยเอ็ด","224","รับซื้อ Server และตู้ Rack ร้อยเอ็ด ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-เลย","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","เลย","221","รับซื้อ Server และตู้ Rack เลย ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-ศรีสะเกษ","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","ศรีสะเกษ","227","รับซื้อ Server และตู้ Rack ศรีสะเกษ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-สกลนคร","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","สกลนคร","221","รับซื้อ Server และตู้ Rack สกลนคร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-สุรินทร์","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","สุรินทร์","224","รับซื้อ Server และตู้ Rack สุรินทร์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-หนองคาย","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","หนองคาย","221","รับซื้อ Server และตู้ Rack หนองคาย ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-หนองบัวลำภู","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","หนองบัวลำภู","227","รับซื้อ Server และตู้ Rack หนองบัวลำภู ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-อำนาจเจริญ","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","อำนาจเจริญ","221","รับซื้อ Server และตู้ Rack อำนาจเจริญ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-อุดรธานี","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","อุดรธานี","224","รับซื้อ Server และตู้ Rack อุดรธานี ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-server-อุบลราชธานี","service-x-location","G-SA-รับซื้อ-server","รับซื้อ-server","อุบลราชธานี","224","รับซื้อ Server และตู้ Rack อุบลราชธานี ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-กาฬสินธุ์","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","กาฬสินธุ์","227","รับซื้อ UPS และเครื่องสำรองไฟ กาฬสินธุ์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-ขอนแก่น","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","ขอนแก่น","221","รับซื้อ UPS และเครื่องสำรองไฟ ขอนแก่น ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-ชัยภูมิ","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","ชัยภูมิ","224","รับซื้อ UPS และเครื่องสำรองไฟ ชัยภูมิ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-นครพนม","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","นครพนม","221","รับซื้อ UPS และเครื่องสำรองไฟ นครพนม ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-นครราชสีมา","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","นครราชสีมา","227","รับซื้อ UPS และเครื่องสำรองไฟ นครราชสีมา ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-บึงกาฬ","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","บึงกาฬ","224","รับซื้อ UPS และเครื่องสำรองไฟ บึงกาฬ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-บุรีรัมย์","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","บุรีรัมย์","224","รับซื้อ UPS และเครื่องสำรองไฟ บุรีรัมย์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-มหาสารคาม","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","มหาสารคาม","221","รับซื้อ UPS และเครื่องสำรองไฟ มหาสารคาม ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-มุกดาหาร","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","มุกดาหาร","224","รับซื้อ UPS และเครื่องสำรองไฟ มุกดาหาร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-ยโสธร","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","ยโสธร","221","รับซื้อ UPS และเครื่องสำรองไฟ ยโสธร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-ร้อยเอ็ด","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","ร้อยเอ็ด","224","รับซื้อ UPS และเครื่องสำรองไฟ ร้อยเอ็ด ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-เลย","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","เลย","221","รับซื้อ UPS และเครื่องสำรองไฟ เลย ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-ศรีสะเกษ","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","ศรีสะเกษ","227","รับซื้อ UPS และเครื่องสำรองไฟ ศรีสะเกษ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-สกลนคร","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","สกลนคร","221","รับซื้อ UPS และเครื่องสำรองไฟ สกลนคร ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
"/รับซื้อ/รับซื้อ-ups-สุรินทร์","service-x-location","G-SA-รับซื้อ-ups","รับซื้อ-ups","สุรินทร์","224","รับซื้อ UPS และเครื่องสำรองไฟ สุรินทร์ ประเมินราคาฟรี นัดรับหรือประสานขนส่งตามข้อตกลง","yes","yes","2","no","yes","yes"
