rule_id,source,source_variant,existing_destination,resolved_final_target,www_destination,host,status_code_phase_a,status_code_phase_b,preserve_query,rule_order,generated_from,included,exclusion_reason
WWW-R0001,/บริการ/รับซื้อ-gopro,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,1,R0001,yes,
WWW-R0002,/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,2,R0002,yes,
WWW-R0003,/blog/how-to-reset-playstation,ascii,/blog,/blog,https://amphon.co.th/blog,www.amphon.co.th,307,308,true,3,R0003,yes,
WWW-R0004,/blog/check-nintendo-joycon,ascii,/blog,/blog,https://amphon.co.th/blog,www.amphon.co.th,307,308,true,4,R0004,yes,
WWW-R0005,/บริการ/รับซื้อโน๊ตบุ๊คเปิดไม่ติด/,unicode,/บริการ/รับซื้อโน๊ตบุ๊คเปิดไม่ติด,/บริการ/รับซื้อโน๊ตบุ๊คเปิดไม่ติด,https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊คเปิดไม่ติด,www.amphon.co.th,307,308,true,5,R0005,yes,
WWW-R0006,/บริการ/รับซื้อเลนส์,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,6,R0006,yes,
WWW-R0007,/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,7,R0007,yes,
WWW-R0008,/บริการ/รับซื้อ-hdd,unicode,/บริการ/รับซื้อ-ssd,/บริการ/รับซื้อ-ssd,https://amphon.co.th/บริการ/รับซื้อ-ssd,www.amphon.co.th,307,308,true,8,R0008,yes,
WWW-R0009,/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd,encoded,/บริการ/รับซื้อ-ssd,/บริการ/รับซื้อ-ssd,https://amphon.co.th/บริการ/รับซื้อ-ssd,www.amphon.co.th,307,308,true,9,R0009,yes,
WWW-R0010,/บริการ/รับซื้อ-storage-nas,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,10,R0010,yes,
WWW-R0011,/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,11,R0011,yes,
WWW-R0012,/รับซื้อ/รับซื้อ-hdd,unicode,/บริการ/รับซื้อ-ssd,/บริการ/รับซื้อ-ssd,https://amphon.co.th/บริการ/รับซื้อ-ssd,www.amphon.co.th,307,308,true,12,R0012,yes,
WWW-R0013,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd,encoded,/บริการ/รับซื้อ-ssd,/บริการ/รับซื้อ-ssd,https://amphon.co.th/บริการ/รับซื้อ-ssd,www.amphon.co.th,307,308,true,13,R0013,yes,
WWW-R0014,/รับซื้อ/รับซื้อ-gopro,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,14,R0014,yes,
WWW-R0015,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,15,R0015,yes,
WWW-R0016,/รับซื้อ/รับซื้อเลนส์,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,16,R0016,yes,
WWW-R0017,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,17,R0017,yes,
WWW-R0018,/รับซื้อ/รับซื้อ-storage-nas,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,18,R0018,yes,
WWW-R0019,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,19,R0019,yes,
WWW-R0020,/รับซื้อ,unicode,/รับซื้อสินค้าไอที,/รับซื้อสินค้าไอที,https://amphon.co.th/รับซื้อสินค้าไอที,www.amphon.co.th,307,308,true,20,R0020,yes,
WWW-R0021,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD,encoded,/รับซื้อสินค้าไอที,/รับซื้อสินค้าไอที,https://amphon.co.th/รับซื้อสินค้าไอที,www.amphon.co.th,307,308,true,21,R0021,yes,
WWW-R0022,/บริการ/รับซื้อสินค้าไอที,unicode,/รับซื้อสินค้าไอที,/รับซื้อสินค้าไอที,https://amphon.co.th/รับซื้อสินค้าไอที,www.amphon.co.th,307,308,true,22,R0022,yes,
WWW-R0023,/%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%84%E0%B9%89%E0%B8%B2%E0%B9%84%E0%B8%AD%E0%B8%97%E0%B8%B5,encoded,/รับซื้อสินค้าไอที,/รับซื้อสินค้าไอที,https://amphon.co.th/รับซื้อสินค้าไอที,www.amphon.co.th,307,308,true,23,R0023,yes,
WWW-R0024,/รับซื้อ/รับซื้อ-hdd-กาฬสินธุ์,unicode,/รับซื้อ/รับซื้อ-ssd-กาฬสินธุ์,/รับซื้อ/รับซื้อ-ssd-กาฬสินธุ์,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-กาฬสินธุ์,www.amphon.co.th,307,308,true,24,R0024,yes,
WWW-R0025,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C,encoded,/รับซื้อ/รับซื้อ-ssd-กาฬสินธุ์,/รับซื้อ/รับซื้อ-ssd-กาฬสินธุ์,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-กาฬสินธุ์,www.amphon.co.th,307,308,true,25,R0025,yes,
WWW-R0026,/รับซื้อ/รับซื้อ-gopro-กาฬสินธุ์,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,26,R0026,yes,
WWW-R0027,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,27,R0027,yes,
WWW-R0028,/รับซื้อ/รับซื้อเลนส์-กาฬสินธุ์,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,28,R0028,yes,
WWW-R0029,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,29,R0029,yes,
WWW-R0030,/รับซื้อ/รับซื้อ-storage-nas-กาฬสินธุ์,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,30,R0030,yes,
WWW-R0031,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,31,R0031,yes,
WWW-R0032,/รับซื้อ/รับซื้อ-hdd-ขอนแก่น,unicode,/รับซื้อ/รับซื้อ-ssd-ขอนแก่น,/รับซื้อ/รับซื้อ-ssd-ขอนแก่น,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ขอนแก่น,www.amphon.co.th,307,308,true,32,R0032,yes,
WWW-R0033,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99,encoded,/รับซื้อ/รับซื้อ-ssd-ขอนแก่น,/รับซื้อ/รับซื้อ-ssd-ขอนแก่น,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ขอนแก่น,www.amphon.co.th,307,308,true,33,R0033,yes,
WWW-R0034,/รับซื้อ/รับซื้อ-gopro-ขอนแก่น,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,34,R0034,yes,
WWW-R0035,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,35,R0035,yes,
WWW-R0036,/รับซื้อ/รับซื้อเลนส์-ขอนแก่น,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,36,R0036,yes,
WWW-R0037,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,37,R0037,yes,
WWW-R0038,/รับซื้อ/รับซื้อ-storage-nas-ขอนแก่น,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,38,R0038,yes,
WWW-R0039,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,39,R0039,yes,
WWW-R0040,/รับซื้อ/รับซื้อ-hdd-ชัยภูมิ,unicode,/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ,/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ,www.amphon.co.th,307,308,true,40,R0040,yes,
WWW-R0041,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,encoded,/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ,/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-ชัยภูมิ,www.amphon.co.th,307,308,true,41,R0041,yes,
WWW-R0042,/รับซื้อ/รับซื้อ-gopro-ชัยภูมิ,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,42,R0042,yes,
WWW-R0043,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,43,R0043,yes,
WWW-R0044,/รับซื้อ/รับซื้อเลนส์-ชัยภูมิ,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,44,R0044,yes,
WWW-R0045,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,45,R0045,yes,
WWW-R0046,/รับซื้อ/รับซื้อ-storage-nas-ชัยภูมิ,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,46,R0046,yes,
WWW-R0047,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,47,R0047,yes,
WWW-R0048,/รับซื้อ/รับซื้อ-hdd-นครพนม,unicode,/รับซื้อ/รับซื้อ-ssd-นครพนม,/รับซื้อ/รับซื้อ-ssd-นครพนม,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-นครพนม,www.amphon.co.th,307,308,true,48,R0048,yes,
WWW-R0049,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,encoded,/รับซื้อ/รับซื้อ-ssd-นครพนม,/รับซื้อ/รับซื้อ-ssd-นครพนม,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-นครพนม,www.amphon.co.th,307,308,true,49,R0049,yes,
WWW-R0050,/รับซื้อ/รับซื้อ-gopro-นครพนม,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,50,R0050,yes,
WWW-R0051,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,51,R0051,yes,
WWW-R0052,/รับซื้อ/รับซื้อเลนส์-นครพนม,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,52,R0052,yes,
WWW-R0053,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,53,R0053,yes,
WWW-R0054,/รับซื้อ/รับซื้อ-storage-nas-นครพนม,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,54,R0054,yes,
WWW-R0055,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%9E%E0%B8%99%E0%B8%A1,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,55,R0055,yes,
WWW-R0056,/รับซื้อ/รับซื้อ-hdd-นครราชสีมา,unicode,/รับซื้อ/รับซื้อ-ssd-นครราชสีมา,/รับซื้อ/รับซื้อ-ssd-นครราชสีมา,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-นครราชสีมา,www.amphon.co.th,307,308,true,56,R0056,yes,
WWW-R0057,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-hdd-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,encoded,/รับซื้อ/รับซื้อ-ssd-นครราชสีมา,/รับซื้อ/รับซื้อ-ssd-นครราชสีมา,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-นครราชสีมา,www.amphon.co.th,307,308,true,57,R0057,yes,
WWW-R0058,/รับซื้อ/รับซื้อ-gopro-นครราชสีมา,unicode,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,58,R0058,yes,
WWW-R0059,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-gopro-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,encoded,/บริการ/รับซื้อ-gopro-action-camera,/บริการ/รับซื้อ-gopro-action-camera,https://amphon.co.th/บริการ/รับซื้อ-gopro-action-camera,www.amphon.co.th,307,308,true,59,R0059,yes,
WWW-R0060,/รับซื้อ/รับซื้อเลนส์-นครราชสีมา,unicode,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,60,R0060,yes,
WWW-R0061,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B9%80%E0%B8%A5%E0%B8%99%E0%B8%AA%E0%B9%8C-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,encoded,/บริการ/รับซื้อเลนส์กล้อง,/บริการ/รับซื้อเลนส์กล้อง,https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง,www.amphon.co.th,307,308,true,61,R0061,yes,
WWW-R0062,/รับซื้อ/รับซื้อ-storage-nas-นครราชสีมา,unicode,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,62,R0062,yes,
WWW-R0063,/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD-storage-nas-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1%E0%B8%B2,encoded,/บริการ/รับซื้อ-nas,/บริการ/รับซื้อ-nas,https://amphon.co.th/บริการ/รับซื้อ-nas,www.amphon.co.th,307,308,true,63,R0063,yes,
WWW-R0064,/รับซื้อ/รับซื้อ-hdd-บึงกาฬ,unicode,/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,https://amphon.co.th/รับซื้อ/รับซื้อ-ssd-บึงกาฬ,www.amphon.co.th,307,308,true,64,R0064,yes,
