source,source_variant,current_destination,intermediate_targets,final_target,redirect_hops_apex_https,final_status,final_host,final_scheme,self_canonical,indexable,query_preservation_expected,safe_for_www_direct_rule,reason
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A2%E0%B9%82%E0%B8%AA%E0%B8%98%E0%B8%A3,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-ร้อยเอ็ด,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A3%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%94,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-เลย,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B9%80%E0%B8%A5%E0%B8%A2,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-ศรีสะเกษ,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%A9,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-สกลนคร,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AA%E0%B8%81%E0%B8%A5%E0%B8%99%E0%B8%84%E0%B8%A3,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-สุรินทร์,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-หนองคาย,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B2%E0%B8%A2,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B3%E0%B8%A0%E0%B8%B9,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AD%E0%B8%B3%E0%B8%99%E0%B8%B2%E0%B8%88%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/รับซื้อ/รับซื้อของสะสม-อุดรธานี,unicode,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD/%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%8B%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%82%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B0%E0%B8%AA%E0%B8%A1-%E0%B8%AD%E0%B8%B8%E0%B8%94%E0%B8%A3%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5,encoded,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,/บริการ/รับซื้อของสะสม,1,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
/:path+/,ascii,/:path+,,/:path+,0,ASSUMED_200_PENDING_PROD,amphon.co.th,https,ASSUMED,ASSUMED,yes,yes,ok
