url,source_file,page_type,indexable,canonical,sitemap,inbound_links,unique_inbound_sources,outbound_links,unique_outbound_targets,click_depth,breadcrumb_links,navigation_links,footer_links,contextual_links,related_content_links,thin_content_flag,cannibalization_cluster,priority_class,status
"/บริการ/รับซื้อคอมบริษัทปิดกิจการ","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมบริษัทปิดกิจการ","yes","14","14","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมประกอบ","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมประกอบ","yes","37","37","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมพิวเตอร์","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมพิวเตอร์","yes","60","60","","","","yes","global","global","","","no","","P1","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ","yes","1186","1186","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมยกล็อต","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมยกล็อต","yes","28","28","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมร้านเกม","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมร้านเกม","yes","26","26","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมสตรีมเกม","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมสตรีมเกม","yes","19","19","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมสำนักงาน","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมสำนักงาน","yes","20","20","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมสเปกสูง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมสเปกสูง","yes","29","29","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมเกมมิ่ง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมเกมมิ่ง","yes","87","87","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมเล่นเกมสเปกแรง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมเล่นเกมสเปกแรง","yes","20","20","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อคอมเสีย","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อคอมเสีย","yes","10","10","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อจอคอม","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อจอคอม","yes","52","52","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อจอเกมมิ่ง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อจอเกมมิ่ง","yes","24","24","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อซีพียู","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อซีพียู","yes","39","39","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อทีวี","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อทีวี","yes","31","31","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อมือถือ","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อมือถือ","yes","14","14","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อลำโพงบลูทูธ","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อลำโพงบลูทูธ","yes","31","31","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อสินค้าไอทีบริษัท","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อสินค้าไอทีบริษัท","yes","21","21","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อหูฟัง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อหูฟัง","yes","33","33","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้ออุปกรณ์-network","","service-page","yes","https://amphon.co.th/บริการ/รับซื้ออุปกรณ์-network","yes","33","33","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้ออุปกรณ์คอมพิวเตอร์","","service-page","yes","https://amphon.co.th/บริการ/รับซื้ออุปกรณ์คอมพิวเตอร์","yes","27","27","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้ออุปกรณ์สำนักงานมือสอง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้ออุปกรณ์สำนักงานมือสอง","yes","21","21","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้ออุปกรณ์ไอที","","service-page","yes","https://amphon.co.th/บริการ/รับซื้ออุปกรณ์ไอที","yes","44","44","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้ออุปกรณ์ไอทีบริษัท","","service-page","yes","https://amphon.co.th/บริการ/รับซื้ออุปกรณ์ไอทีบริษัท","yes","22","22","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อเครื่องเกม","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อเครื่องเกม","yes","28","28","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อเครื่องใช้ไฟฟ้า","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อเครื่องใช้ไฟฟ้า","yes","31","31","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อเฟอร์นิเจอร์","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อเฟอร์นิเจอร์","yes","31","31","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อเมนบอร์ด","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อเมนบอร์ด","yes","29","29","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อเลนส์","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อเลนส์","yes","0","0","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อเลนส์กล้อง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อเลนส์กล้อง","yes","15","15","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อแท็บเล็ต","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อแท็บเล็ต","yes","31","31","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อแรม","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อแรม","yes","41","41","","","","yes","global","global","","","no","","P1","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโดรน","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโดรน","yes","30","30","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโทรศัพท์มือสอง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโทรศัพท์มือสอง","yes","17","17","","","","yes","global","global","","","no","","P1","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโทรศัพท์เสีย","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโทรศัพท์เสีย","yes","5","5","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโน๊ตบุ๊ค","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊ค","yes","1186","1186","","","","yes","global","global","","","no","","P1","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโน๊ตบุ๊คจอแตก","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊คจอแตก","yes","49","49","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโน๊ตบุ๊คบริษัท","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊คบริษัท","yes","32","32","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโน๊ตบุ๊คยกล็อต","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊คยกล็อต","yes","18","18","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโน๊ตบุ๊คเกมมิ่ง","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊คเกมมิ่ง","yes","85","85","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโน๊ตบุ๊คเปิดไม่ติด","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊คเปิดไม่ติด","yes","49","49","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโน๊ตบุ๊คเสีย","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊คเสีย","yes","72","72","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับซื้อโน๊ตบุ๊คไม่มี-adapter","","service-page","yes","https://amphon.co.th/บริการ/รับซื้อโน๊ตบุ๊คไม่มี-adapter","yes","18","18","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับประมูลคอมพิวเตอร์มือสอง","","service-page","yes","https://amphon.co.th/บริการ/รับประมูลคอมพิวเตอร์มือสอง","yes","12","12","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับเคลียร์อุปกรณ์ไอทีสำนักงาน","","service-page","yes","https://amphon.co.th/บริการ/รับเคลียร์อุปกรณ์ไอทีสำนักงาน","yes","16","16","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/บริการ/รับเหมาประมูลอุปกรณ์ไอที","","service-page","yes","https://amphon.co.th/บริการ/รับเหมาประมูลอุปกรณ์ไอที","yes","34","34","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ","","location-hub","yes","https://amphon.co.th/พื้นที่ให้บริการ","yes","1186","1186","","","","yes","global","global","","","no","","P1","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ/กาญจนบุรี","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/กาญจนบุรี","yes","32","32","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/กาฬสินธุ์","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/กาฬสินธุ์","yes","80","80","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ขอนแก่น","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ขอนแก่น","yes","1186","1186","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ/จันทบุรี","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/จันทบุรี","yes","32","32","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ชลบุรี","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ชลบุรี","yes","32","32","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ชัยภูมิ","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ชัยภูมิ","yes","79","79","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ตราด","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ตราด","yes","7","7","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ตาก","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ตาก","yes","1","1","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/นครพนม","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/นครพนม","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/นครราชสีมา","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/นครราชสีมา","yes","1186","1186","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ/นครสวรรค์","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/นครสวรรค์","yes","1","1","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/บึงกาฬ","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/บึงกาฬ","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/บุรีรัมย์","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/บุรีรัมย์","yes","49","49","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ/พัทลุง","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/พัทลุง","yes","1","1","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ภูเก็ต","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ภูเก็ต","yes","1","1","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/มหาสารคาม","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/มหาสารคาม","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/มุกดาหาร","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/มุกดาหาร","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ยะลา","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ยะลา","yes","1","1","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ยโสธร","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ยโสธร","yes","1186","1186","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ร้อยเอ็ด","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ร้อยเอ็ด","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/ศรีสะเกษ","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/ศรีสะเกษ","yes","1186","1186","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ/สกลนคร","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/สกลนคร","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/สุพรรณบุรี","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/สุพรรณบุรี","yes","1","1","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/สุรินทร์","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/สุรินทร์","yes","48","48","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ/หนองคาย","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/หนองคาย","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/หนองบัวลำภู","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/หนองบัวลำภู","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/หาดใหญ่","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/หาดใหญ่","yes","1","1","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/อำนาจเจริญ","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/อำนาจเจริญ","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/อุดรธานี","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/อุดรธานี","yes","1186","1186","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ/อุบลราชธานี","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/อุบลราชธานี","yes","1186","1186","","","","yes","global","global","","","no","","P2","STRENGTHEN_SELECTIVE"
"/พื้นที่ให้บริการ/เพชรบุรี","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/เพชรบุรี","yes","1","1","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/พื้นที่ให้บริการ/เลย","","location-page","yes","https://amphon.co.th/พื้นที่ให้บริการ/เลย","yes","48","48","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-กาฬสินธุ์","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-กาฬสินธุ์","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-ขอนแก่น","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-ขอนแก่น","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-ชัยภูมิ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-ชัยภูมิ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-นครพนม","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-นครพนม","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-นครราชสีมา","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-บึงกาฬ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-บุรีรัมย์","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-มหาสารคาม","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-มุกดาหาร","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-ยโสธร","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-ยโสธร","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-ร้อยเอ็ด","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-ศรีสะเกษ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-สกลนคร","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-สกลนคร","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-สุรินทร์","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-สุรินทร์","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-หนองคาย","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-หนองคาย","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-หนองบัวลำภู","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-อำนาจเจริญ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-อุดรธานี","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-อุดรธานี","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-อุบลราชธานี","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-อุบลราชธานี","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-airpods-เลย","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-airpods-เลย","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-กาฬสินธุ์","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-กาฬสินธุ์","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-ขอนแก่น","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-ขอนแก่น","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-ชัยภูมิ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-ชัยภูมิ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-นครพนม","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-นครพนม","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-นครราชสีมา","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-นครราชสีมา","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-บึงกาฬ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-บึงกาฬ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-บุรีรัมย์","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-บุรีรัมย์","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-มหาสารคาม","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-มหาสารคาม","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-มุกดาหาร","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-มุกดาหาร","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-ยโสธร","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-ยโสธร","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-ร้อยเอ็ด","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-ร้อยเอ็ด","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-ศรีสะเกษ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-ศรีสะเกษ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-สกลนคร","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-สกลนคร","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-สุรินทร์","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-สุรินทร์","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-หนองคาย","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-หนองคาย","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-หนองบัวลำภู","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-หนองบัวลำภู","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-อำนาจเจริญ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-อำนาจเจริญ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-อุดรธานี","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-อุดรธานี","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-อุบลราชธานี","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-อุบลราชธานี","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-watch-เลย","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-watch-เลย","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-กาฬสินธุ์","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-กาฬสินธุ์","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-ขอนแก่น","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-ขอนแก่น","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
"/รับซื้อ/รับซื้อ-apple-ชัยภูมิ","","service-x-location","yes","https://amphon.co.th/รับซื้อ/รับซื้อ-apple-ชัยภูมิ","yes","2","2","","","","yes","global","global","","","no","","P3","KEEP_AS_IS"
